userID,placeID,smoker,drink_level,dress_preference,transport,marital_status,activity,budget,name,alcohol,smoking_area,dress_code,price,area,other_services,GlobalRatings,age,distance,Review_State
1081,135052,false,casual drinker,informal,public,single,student,low,La Cantina Restaurante,Full_Bar,none,informal,high,closed,none,2,28,7.250215753355575,Bad
1081,135030,false,casual drinker,informal,public,single,student,low,Preambulo Wifi Zone Cafe,No_Alcohol_Served,none,informal,medium,closed,Internet,3,28,8.217940310105696,Medium
1081,135027,false,casual drinker,informal,public,single,student,low,Restaurant Orizatlan,Wine-Beer,none,informal,medium,closed,none,2,28,7.483504195069318,Bad
1001,132830,false,abstemious,informal,on foot,single,student,medium,Rincon Huasteco,No_Alcohol_Served,none,informal,low,closed,none,3,30,4.2037689849668425,Medium
1001,132825,false,abstemious,informal,on foot,single,student,medium,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,5,30,0.9307697045815713,Excellent
1014,135076,false,abstemious,,public,single,student,medium,Restaurante Pueblo Bonito,Wine-Beer,none,informal,high,closed,none,4,29,253.87764785075666,Medium
1088,132830,false,social drinker,informal,on foot,single,student,medium,Rincon Huasteco,No_Alcohol_Served,none,informal,low,closed,none,4,28,0.9020036766696358,Medium
1088,135108,false,social drinker,informal,on foot,single,student,medium,Potzocalli,No_Alcohol_Served,none,informal,low,closed,none,6,28,1.0249219839783776,Excellent
1014,135069,false,abstemious,,public,single,student,medium,Abondance Restaurante Bar,Wine-Beer,none,informal,low,closed,none,2,29,254.90732243619783,Bad
1014,135050,false,abstemious,,public,single,student,medium,Restaurante la Estrella de Dima,Wine-Beer,none,informal,high,closed,none,6,29,254.13827741712822,Excellent
1088,135057,false,social drinker,informal,on foot,single,student,medium,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,5,28,1.533695866230629,Excellent
1014,135081,false,abstemious,,public,single,student,medium,El Club,No_Alcohol_Served,none,informal,medium,closed,none,4,29,254.1421699645092,Medium
1014,135057,false,abstemious,,public,single,student,medium,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,3,29,255.20315196225872,Medium
1014,135070,false,abstemious,,public,single,student,medium,Restaurante 75,No_Alcohol_Served,none,informal,medium,closed,none,6,29,251.7369808724545,Excellent
1088,135041,false,social drinker,informal,on foot,single,student,medium,Luna Cafe,Wine-Beer,none,informal,medium,closed,none,6,28,3.925659997242693,Excellent
1088,135069,false,social drinker,informal,on foot,single,student,medium,Abondance Restaurante Bar,Wine-Beer,none,informal,low,closed,none,5,28,0.5220563229627861,Excellent
1088,135082,false,social drinker,informal,on foot,single,student,medium,la Estrella de Dimas,No_Alcohol_Served,none,informal,medium,closed,none,6,28,2.807619228515236,Excellent
1014,135043,false,abstemious,,public,single,student,medium,pizza clasica,No_Alcohol_Served,none,informal,medium,closed,none,1,29,251.34802495429136,Bad
1014,135042,false,abstemious,,public,single,student,medium,Restaurant Oriental Express,No_Alcohol_Served,none,informal,medium,closed,none,2,29,255.52223844287187,Bad
1088,135054,false,social drinker,informal,on foot,single,student,medium,Restaurante y Pescaderia Tampico,No_Alcohol_Served,none,informal,high,closed,none,6,28,2.5903828080633104,Excellent
1088,135070,false,social drinker,informal,on foot,single,student,medium,Restaurante 75,No_Alcohol_Served,none,informal,medium,closed,none,5,28,2.861373519532028,Excellent
1014,135066,false,abstemious,,public,single,student,medium,Restaurante Guerra,Wine-Beer,section,informal,high,closed,none,5,29,254.76138692715998,Excellent
1088,135032,false,social drinker,informal,on foot,single,student,medium,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,6,28,3.553149759244261,Excellent
1088,135081,false,social drinker,informal,on foot,single,student,medium,El Club,No_Alcohol_Served,none,informal,medium,closed,none,5,28,3.188887193037355,Excellent
1088,135051,false,social drinker,informal,on foot,single,student,medium,Restaurante Versalles,No_Alcohol_Served,section,informal,low,closed,none,5,28,3.8688435203918563,Excellent
1014,132830,false,abstemious,,public,single,student,medium,Rincon Huasteco,No_Alcohol_Served,none,informal,low,closed,none,5,29,253.69674279521533,Excellent
1056,135066,false,social drinker,informal,on foot,single,student,medium,Restaurante Guerra,Wine-Beer,section,informal,high,closed,none,6,89,0.2096199514380788,Excellent
1056,135076,false,social drinker,informal,on foot,single,student,medium,Restaurante Pueblo Bonito,Wine-Beer,none,informal,high,closed,none,6,89,1.3333244646724098,Excellent
1056,135081,false,social drinker,informal,on foot,single,student,medium,El Club,No_Alcohol_Served,none,informal,medium,closed,none,6,89,1.5040070415815698,Excellent
1056,135062,false,social drinker,informal,on foot,single,student,medium,Restaurante El Cielo Potosino,No_Alcohol_Served,none,informal,medium,closed,none,6,89,1.7603458090094855,Excellent
1056,135027,false,social drinker,informal,on foot,single,student,medium,Restaurant Orizatlan,Wine-Beer,none,informal,medium,closed,none,6,89,2.419755280014459,Excellent
1056,135085,false,social drinker,informal,on foot,single,student,medium,Tortas Locas Hipocampo,No_Alcohol_Served,not permitted,informal,medium,closed,none,6,89,2.189282742534477,Excellent
1056,135052,false,social drinker,informal,on foot,single,student,medium,La Cantina Restaurante,Full_Bar,none,informal,high,closed,none,6,89,2.0193839218490366,Excellent
1056,132825,false,social drinker,informal,on foot,single,student,medium,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,6,89,2.5557002182360815,Excellent
1056,135051,false,social drinker,informal,on foot,single,student,medium,Restaurante Versalles,No_Alcohol_Served,section,informal,low,closed,none,6,89,1.991233173119565,Excellent
1134,135047,false,casual drinker,no preference,public,single,student,medium,Restaurante Casa de las Flores,Wine-Beer,section,informal,high,closed,none,3,28,0.512841379126311,Medium
1134,135044,false,casual drinker,no preference,public,single,student,medium,Restaurant Wu Zhuo Yi,No_Alcohol_Served,none,informal,medium,closed,none,3,28,0.8722694485393846,Medium
1134,132825,false,casual drinker,no preference,public,single,student,medium,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,4,28,1.6202227500960256,Medium
1134,135059,false,casual drinker,no preference,public,single,student,medium,Restaurant Bar Hacienda los Martinez,Wine-Beer,section,informal,medium,closed,none,3,28,1.0618043991302366,Medium
1134,135065,false,casual drinker,no preference,public,single,student,medium,El angel Restaurante,Wine-Beer,section,informal,high,closed,none,6,28,0.09802941889923289,Excellent
1134,135046,false,casual drinker,no preference,public,single,student,medium,Restaurante El Reyecito,No_Alcohol_Served,none,informal,medium,closed,none,4,28,1.0298526624233226,Medium
1134,135085,false,casual drinker,no preference,public,single,student,medium,Tortas Locas Hipocampo,No_Alcohol_Served,not permitted,informal,medium,closed,none,5,28,1.648137568757154,Excellent
1134,135079,false,casual drinker,no preference,public,single,student,medium,Koye Sushi,No_Alcohol_Served,none,informal,high,closed,none,4,28,0.7448074229849778,Medium
1134,135055,false,casual drinker,no preference,public,single,student,medium,la Cochinita Pibil Restaurante Yucateco,No_Alcohol_Served,section,informal,high,closed,none,6,28,1.0211519403477005,Excellent
1134,132754,false,casual drinker,no preference,public,single,student,medium,Cabana Huasteca,No_Alcohol_Served,none,informal,medium,closed,none,4,28,0.8514432162495691,Medium
1134,135075,false,casual drinker,no preference,public,single,student,medium,Mariscos El Pescador,No_Alcohol_Served,none,informal,medium,closed,none,4,28,1.3320701034050446,Medium
1134,135080,false,casual drinker,no preference,public,single,student,medium,los Toneles,No_Alcohol_Served,section,informal,high,closed,none,3,28,0.518693975561281,Medium
1134,135064,false,casual drinker,no preference,public,single,student,medium,Restaurante El Chivero S.A. de C.V.,No_Alcohol_Served,none,informal,high,closed,none,6,28,0.5940240330744552,Excellent
1134,135074,false,casual drinker,no preference,public,single,student,medium,Restaurante la Parroquia Potosina,Wine-Beer,section,informal,high,closed,none,6,28,0.09446493500231773,Excellent
1106,135041,false,casual drinker,informal,car owner,single,professional,medium,Luna Cafe,Wine-Beer,none,informal,medium,closed,none,3,89,403.4644329206948,Medium
1126,135057,false,casual drinker,formal,on foot,single,student,low,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,6,29,1.6108003820039272,Excellent
1106,135028,false,casual drinker,informal,car owner,single,professional,medium,La Virreina,Wine-Beer,none,informal,medium,closed,none,3,89,403.50076447325256,Medium
1126,135106,false,casual drinker,formal,on foot,single,student,low,El Rinc�n de San Francisco,Wine-Beer,only at bar,informal,medium,open,none,6,29,3.528083484648986,Excellent
1126,135052,false,casual drinker,formal,on foot,single,student,low,La Cantina Restaurante,Full_Bar,none,informal,high,closed,none,4,29,3.646332954425477,Medium
1126,135041,false,casual drinker,formal,on foot,single,student,low,Luna Cafe,Wine-Beer,none,informal,medium,closed,none,4,29,3.670846818287212,Medium
1126,135038,false,casual drinker,formal,on foot,single,student,low,Restaurant la Chalita,No_Alcohol_Served,section,informal,medium,closed,none,2,29,3.6687897790236255,Bad
1126,135054,false,casual drinker,formal,on foot,single,student,low,Restaurante y Pescaderia Tampico,No_Alcohol_Served,none,informal,high,closed,none,4,29,3.126999214429221,Medium
1126,135108,false,casual drinker,formal,on foot,single,student,low,Potzocalli,No_Alcohol_Served,none,informal,low,closed,none,5,29,2.1793202715751305,Excellent
1044,134986,true,social drinker,informal,car owner,married,professional,medium,Restaurant Las Mananitas,Wine-Beer,none,formal,high,closed,none,6,50,3.4909787255991387,Excellent
1124,135054,false,casual drinker,informal,public,single,student,low,Restaurante y Pescaderia Tampico,No_Alcohol_Served,none,informal,high,closed,none,3,28,0.514196124110883,Medium
1044,132768,true,social drinker,informal,car owner,married,professional,medium,Mariscos Tia Licha,No_Alcohol_Served,not permitted,casual,medium,closed,none,6,50,4.226464601328749,Excellent
1124,135108,false,casual drinker,informal,public,single,student,low,Potzocalli,No_Alcohol_Served,none,informal,low,closed,none,3,28,1.521281717610929,Medium
1124,135032,false,casual drinker,informal,public,single,student,low,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,3,28,5.88722305919846,Medium
1124,135071,false,casual drinker,informal,public,single,student,low,Restaurante la Cantina,Full_Bar,section,informal,medium,closed,none,2,28,1.4400926785642245,Bad
1124,135070,false,casual drinker,informal,public,single,student,low,Restaurante 75,No_Alcohol_Served,none,informal,medium,closed,none,3,28,1.7957173624390854,Medium
1124,135069,false,casual drinker,informal,public,single,student,low,Abondance Restaurante Bar,Wine-Beer,none,informal,low,closed,none,3,28,2.704192002979762,Medium
1124,135081,false,casual drinker,informal,public,single,student,low,El Club,No_Alcohol_Served,none,informal,medium,closed,none,2,28,5.2815303513170075,Bad
1124,135057,false,casual drinker,informal,public,single,student,low,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,3,28,3.8680732870181673,Medium
1124,135039,false,casual drinker,informal,public,single,student,low,Restaurant de Mariscos de Picon,No_Alcohol_Served,section,informal,low,closed,none,3,28,5.859429940169042,Medium
1124,135050,false,casual drinker,informal,public,single,student,low,Restaurante la Estrella de Dima,Wine-Beer,none,informal,high,closed,none,1,28,6.801420331434413,Bad
1125,135043,false,casual drinker,formal,public,single,student,low,pizza clasica,No_Alcohol_Served,none,informal,medium,closed,none,4,29,1.457354927932327,Medium
1125,135081,false,casual drinker,formal,public,single,student,low,El Club,No_Alcohol_Served,none,informal,medium,closed,none,2,29,3.033979551183452,Bad
1125,135076,false,casual drinker,formal,public,single,student,low,Restaurante Pueblo Bonito,Wine-Beer,none,informal,high,closed,none,3,29,2.1091344059125694,Medium
1018,135082,true,casual drinker,formal,public,single,student,low,la Estrella de Dimas,No_Alcohol_Served,none,informal,medium,closed,none,6,30,4.383591257498981,Excellent
1125,135050,false,casual drinker,formal,public,single,student,low,Restaurante la Estrella de Dima,Wine-Beer,none,informal,high,closed,none,4,29,2.379003013248097,Medium
1125,135066,false,casual drinker,formal,public,single,student,low,Restaurante Guerra,Wine-Beer,section,informal,high,closed,none,2,29,3.073600924470095,Bad
1125,135032,false,casual drinker,formal,public,single,student,low,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,4,29,4.701323685694484,Medium
1119,134986,false,abstemious,formal,public,single,student,medium,Restaurant Las Mananitas,Wine-Beer,none,formal,high,closed,none,6,27,4.531682343056265,Excellent
1119,135001,false,abstemious,formal,public,single,student,medium,Vips,Wine-Beer,none,informal,medium,closed,none,6,27,3.173771641067561,Excellent
1125,135042,false,casual drinker,formal,public,single,student,low,Restaurant Oriental Express,No_Alcohol_Served,none,informal,medium,closed,none,3,29,3.9981412960744906,Medium
1119,132583,false,abstemious,formal,public,single,student,medium,McDonalds Centro,No_Alcohol_Served,not permitted,informal,low,closed,none,6,27,5.426753933792023,Excellent
1125,135063,false,casual drinker,formal,public,single,student,low,Restaurante Alhondiga,No_Alcohol_Served,none,informal,medium,closed,none,4,29,4.356755371541678,Medium
1119,132768,false,abstemious,formal,public,single,student,medium,Mariscos Tia Licha,No_Alcohol_Served,not permitted,casual,medium,closed,none,6,27,5.1932147384031,Excellent
1125,135060,false,casual drinker,formal,public,single,student,low,Restaurante Marisco Sam,No_Alcohol_Served,none,informal,medium,closed,none,3,29,4.482796633742777,Medium
1125,135038,false,casual drinker,formal,public,single,student,low,Restaurant la Chalita,No_Alcohol_Served,section,informal,medium,closed,none,5,29,4.5664673949990515,Excellent
1125,135062,false,casual drinker,formal,public,single,student,low,Restaurante El Cielo Potosino,No_Alcohol_Served,none,informal,medium,closed,none,4,29,4.818267076632128,Medium
1018,135081,true,casual drinker,formal,public,single,student,low,El Club,No_Alcohol_Served,none,informal,medium,closed,none,3,30,5.25848138528397,Medium
1018,135057,true,casual drinker,formal,public,single,student,low,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,2,30,6.286190775170358,Bad
1018,135066,true,casual drinker,formal,public,single,student,low,Restaurante Guerra,Wine-Beer,section,informal,high,closed,none,3,30,6.158606482762789,Medium
1018,135032,true,casual drinker,formal,public,single,student,low,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,3,30,7.142098318325669,Medium
1018,135062,true,casual drinker,formal,public,single,student,low,Restaurante El Cielo Potosino,No_Alcohol_Served,none,informal,medium,closed,none,1,30,7.5340251413578265,Bad
1018,135025,true,casual drinker,formal,public,single,student,low,El Rincon de San Francisco,No_Alcohol_Served,none,informal,medium,closed,none,3,30,7.706947446626613,Medium
1018,135069,true,casual drinker,formal,public,single,student,low,Abondance Restaurante Bar,Wine-Beer,none,informal,low,closed,none,2,30,6.277418545529959,Bad
1018,135108,true,casual drinker,formal,public,single,student,low,Potzocalli,No_Alcohol_Served,none,informal,low,closed,none,2,30,6.2688789302276104,Bad
1076,135039,false,social drinker,elegant,public,married,student,medium,Restaurant de Mariscos de Picon,No_Alcohol_Served,section,informal,low,closed,none,5,32,1.6071357669924629,Excellent
1076,135038,false,social drinker,elegant,public,married,student,medium,Restaurant la Chalita,No_Alcohol_Served,section,informal,medium,closed,none,5,32,0.8068757871206556,Excellent
1076,135027,false,social drinker,elegant,public,married,student,medium,Restaurant Orizatlan,Wine-Beer,none,informal,medium,closed,none,2,32,1.537614645005894,Bad
1076,135042,false,social drinker,elegant,public,married,student,medium,Restaurant Oriental Express,No_Alcohol_Served,none,informal,medium,closed,none,6,32,1.2913009756333027,Excellent
1076,135073,false,social drinker,elegant,public,married,student,medium,Restaurante Bar El Gallinero,Wine-Beer,section,informal,high,closed,none,4,32,1.5526874618007898,Medium
1022,135033,false,casual drinker,formal,car owner,single,student,medium,Restaurant El Muladar de Calzada,No_Alcohol_Served,section,informal,medium,closed,none,4,29,1.0678560547657583,Medium
1022,135032,false,casual drinker,formal,car owner,single,student,medium,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,4,29,1.1383389727272422,Medium
1022,135057,false,casual drinker,formal,car owner,single,student,medium,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,6,29,0.9561435205236907,Excellent
1022,135060,false,casual drinker,formal,car owner,single,student,medium,Restaurante Marisco Sam,No_Alcohol_Served,none,informal,medium,closed,none,4,29,1.8422453731352049,Medium
1022,135052,false,casual drinker,formal,car owner,single,student,medium,La Cantina Restaurante,Full_Bar,none,informal,high,closed,none,6,29,1.4275754090808153,Excellent
1022,135038,false,casual drinker,formal,car owner,single,student,medium,Restaurant la Chalita,No_Alcohol_Served,section,informal,medium,closed,none,5,29,1.7013722304119658,Excellent
1022,135081,false,casual drinker,formal,car owner,single,student,medium,El Club,No_Alcohol_Served,none,informal,medium,closed,none,3,29,2.047154154002321,Medium
1022,135045,false,casual drinker,formal,car owner,single,student,medium,Restaurante la Gran Via,Wine-Beer,none,casual,high,closed,none,4,29,1.8656822081889395,Medium
1022,135051,false,casual drinker,formal,car owner,single,student,medium,Restaurante Versalles,No_Alcohol_Served,section,informal,low,closed,none,4,29,1.4011644912998356,Medium
1022,135073,false,casual drinker,formal,car owner,single,student,medium,Restaurante Bar El Gallinero,Wine-Beer,section,informal,high,closed,none,6,29,1.0239895061834596,Excellent
1022,135062,false,casual drinker,formal,car owner,single,student,medium,Restaurante El Cielo Potosino,No_Alcohol_Served,none,informal,medium,closed,none,4,29,1.7007063993423654,Medium
1022,135063,false,casual drinker,formal,car owner,single,student,medium,Restaurante Alhondiga,No_Alcohol_Served,none,informal,medium,closed,none,5,29,1.601578091314926,Excellent
1094,135057,false,abstemious,informal,public,single,student,medium,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,1,28,254.97890506721774,Bad
1094,135071,false,abstemious,informal,public,single,student,medium,Restaurante la Cantina,Full_Bar,section,informal,medium,closed,none,1,28,253.26343064243363,Bad
1094,132830,false,abstemious,informal,public,single,student,medium,Rincon Huasteco,No_Alcohol_Served,none,informal,low,closed,none,1,28,253.4677995331524,Bad
1094,135070,false,abstemious,informal,public,single,student,medium,Restaurante 75,No_Alcohol_Served,none,informal,medium,closed,none,1,28,251.4974761394323,Bad
1094,135108,false,abstemious,informal,public,single,student,medium,Potzocalli,No_Alcohol_Served,none,informal,low,closed,none,2,28,254.1461926565937,Bad
1094,135069,false,abstemious,informal,public,single,student,medium,Abondance Restaurante Bar,Wine-Beer,none,informal,low,closed,none,1,28,254.67529568117033,Bad
1116,135047,false,social drinker,formal,public,married,student,medium,Restaurante Casa de las Flores,Wine-Beer,section,informal,high,closed,none,6,32,1.0527539913934936,Excellent
1116,135038,false,social drinker,formal,public,married,student,medium,Restaurant la Chalita,No_Alcohol_Served,section,informal,medium,closed,none,6,32,0.8068757871206556,Excellent
1116,135085,false,social drinker,formal,public,married,student,medium,Tortas Locas Hipocampo,No_Alcohol_Served,not permitted,informal,medium,closed,none,6,32,0.693406728471395,Excellent
1116,135052,false,social drinker,formal,public,married,student,medium,La Cantina Restaurante,Full_Bar,none,informal,high,closed,none,6,32,1.035482894036711,Excellent
1116,135025,false,social drinker,formal,public,married,student,medium,El Rincon de San Francisco,No_Alcohol_Served,none,informal,medium,closed,none,6,32,1.0939507725652569,Excellent
1116,135059,false,social drinker,formal,public,married,student,medium,Restaurant Bar Hacienda los Martinez,Wine-Beer,section,informal,medium,closed,none,4,32,1.3241913845116768,Medium
1116,135027,false,social drinker,formal,public,married,student,medium,Restaurant Orizatlan,Wine-Beer,none,informal,medium,closed,none,4,32,1.537614645005894,Medium
1116,132825,false,social drinker,formal,public,married,student,medium,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,6,32,1.0363302991765728,Excellent
1116,135030,false,social drinker,formal,public,married,student,medium,Preambulo Wifi Zone Cafe,No_Alcohol_Served,none,informal,medium,closed,Internet,5,32,1.0339526897118647,Excellent
1116,132834,false,social drinker,formal,public,married,student,medium,Gorditas Doa Gloria,No_Alcohol_Served,not permitted,casual,low,closed,none,6,32,0.0,Excellent
1075,135081,false,casual drinker,informal,car owner,single,student,medium,El Club,No_Alcohol_Served,none,informal,medium,closed,none,4,28,0.3029243257774707,Medium
1075,135066,false,casual drinker,informal,car owner,single,student,medium,Restaurante Guerra,Wine-Beer,section,informal,high,closed,none,5,28,1.251148222536085,Excellent
1075,135050,false,casual drinker,informal,car owner,single,student,medium,Restaurante la Estrella de Dima,Wine-Beer,none,informal,high,closed,none,6,28,1.3489450616933263,Excellent
1007,135108,false,casual drinker,informal,public,single,student,low,Potzocalli,No_Alcohol_Served,none,informal,low,closed,none,3,30,2.027941040789059,Medium
1075,135076,false,casual drinker,informal,car owner,single,student,medium,Restaurante Pueblo Bonito,Wine-Beer,none,informal,high,closed,none,4,28,2.020639242729223,Medium
1007,135057,false,casual drinker,informal,public,single,student,low,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,4,30,3.5096843562318125,Medium
1075,135032,false,casual drinker,informal,car owner,single,student,medium,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,3,28,2.1506910218572988,Medium
1075,132834,false,casual drinker,informal,car owner,single,student,medium,Gorditas Doa Gloria,No_Alcohol_Served,not permitted,casual,low,closed,none,4,28,2.873252594077025,Medium
1075,135057,false,casual drinker,informal,car owner,single,student,medium,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,4,28,2.4504298458217395,Medium
1075,132830,false,casual drinker,informal,car owner,single,student,medium,Rincon Huasteco,No_Alcohol_Served,none,informal,low,closed,none,3,28,2.819605174618312,Medium
1075,135062,false,casual drinker,informal,car owner,single,student,medium,Restaurante El Cielo Potosino,No_Alcohol_Served,none,informal,medium,closed,none,2,28,2.4632427302959266,Bad
1075,135039,false,casual drinker,informal,car owner,single,student,medium,Restaurant de Mariscos de Picon,No_Alcohol_Served,section,informal,low,closed,none,4,28,2.828982328821277,Medium
1075,135051,false,casual drinker,informal,car owner,single,student,medium,Restaurante Versalles,No_Alcohol_Served,section,informal,low,closed,none,3,28,2.501459158412307,Medium
1075,135041,false,casual drinker,informal,car owner,single,student,medium,Luna Cafe,Wine-Beer,none,informal,medium,closed,none,2,28,2.5547353323949364,Bad
1115,135057,true,social drinker,elegant,public,single,student,low,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,6,29,3.6746169742881545,Excellent
1115,135082,true,social drinker,elegant,public,single,student,low,la Estrella de Dimas,No_Alcohol_Served,none,informal,medium,closed,none,6,29,1.577216558922003,Excellent
1115,135054,true,social drinker,elegant,public,single,student,low,Restaurante y Pescaderia Tampico,No_Alcohol_Served,none,informal,high,closed,none,1,29,0.5722070046410653,Bad
1115,135108,true,social drinker,elegant,public,single,student,low,Potzocalli,No_Alcohol_Served,none,informal,low,closed,none,5,29,1.3645287059603548,Excellent
1115,135069,true,social drinker,elegant,public,single,student,low,Abondance Restaurante Bar,Wine-Beer,none,informal,low,closed,none,2,29,2.5227640253300336,Bad
1115,132830,true,social drinker,elegant,public,single,student,low,Rincon Huasteco,No_Alcohol_Served,none,informal,low,closed,none,6,29,2.433917472021164,Excellent
1115,135070,true,social drinker,elegant,public,single,student,low,Restaurante 75,No_Alcohol_Served,none,informal,medium,closed,none,3,29,1.7282573482998076,Medium
1115,135071,true,social drinker,elegant,public,single,student,low,Restaurante la Cantina,Full_Bar,section,informal,medium,closed,none,6,29,1.6344617376017814,Excellent
1024,132834,,abstemious,,,,,,Gorditas Doa Gloria,No_Alcohol_Served,not permitted,casual,low,closed,none,3,89,1.017914211912599,Medium
1024,135106,,abstemious,,,,,,El Rinc�n de San Francisco,Wine-Beer,only at bar,informal,medium,open,none,3,89,0.4775467262520435,Medium
1024,135042,,abstemious,,,,,,Restaurant Oriental Express,No_Alcohol_Served,none,informal,medium,closed,none,4,89,0.6496092744047764,Medium
1024,132825,,abstemious,,,,,,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,2,89,1.0342870115303122,Bad
1024,135060,,abstemious,,,,,,Restaurante Marisco Sam,No_Alcohol_Served,none,informal,medium,closed,none,3,89,0.4057911218702964,Medium
1024,135032,,abstemious,,,,,,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,6,89,0.3127834925013271,Excellent
1024,135039,,abstemious,,,,,,Restaurant de Mariscos de Picon,No_Alcohol_Served,section,informal,low,closed,none,6,89,0.9079242915438116,Excellent
1024,135045,,abstemious,,,,,,Restaurante la Gran Via,Wine-Beer,none,casual,high,closed,none,4,89,0.6720136829779991,Medium
1024,135027,,abstemious,,,,,,Restaurant Orizatlan,Wine-Beer,none,informal,medium,closed,none,3,89,0.7776642269890272,Medium
1024,135073,,abstemious,,,,,,Restaurante Bar El Gallinero,Wine-Beer,section,informal,high,closed,none,3,89,0.77948561594362,Medium
1024,135051,,abstemious,,,,,,Restaurante Versalles,No_Alcohol_Served,section,informal,low,closed,none,2,89,0.33110325260240414,Bad
1024,135041,,abstemious,,,,,,Luna Cafe,Wine-Beer,none,informal,medium,closed,none,3,89,0.36852262589629203,Medium
1024,135038,,abstemious,,,,,,Restaurant la Chalita,No_Alcohol_Served,section,informal,medium,closed,none,2,89,0.2544684836872885,Bad
1024,135028,,abstemious,,,,,,La Virreina,Wine-Beer,none,informal,medium,closed,none,3,89,1.4132777441042939,Medium
1024,135030,,abstemious,,,,,,Preambulo Wifi Zone Cafe,No_Alcohol_Served,none,informal,medium,closed,Internet,3,89,1.5445306565651207,Medium
1132,135038,false,casual drinker,informal,public,single,student,,Restaurant la Chalita,No_Alcohol_Served,section,informal,medium,closed,none,3,28,0.8263983906929171,Medium
1132,132825,false,casual drinker,informal,public,single,student,,puesto de tacos,No_Alcohol_Served,none,informal,low,open,none,6,28,0.2889235550600155,Excellent
1132,135085,false,casual drinker,informal,public,single,student,,Tortas Locas Hipocampo,No_Alcohol_Served,not permitted,informal,medium,closed,none,6,28,0.09474348533671927,Excellent
1132,135062,false,casual drinker,informal,public,single,student,,Restaurante El Cielo Potosino,No_Alcohol_Served,none,informal,medium,closed,none,4,28,0.5792941450250456,Medium
1132,135025,false,casual drinker,informal,public,single,student,,El Rincon de San Francisco,No_Alcohol_Served,none,informal,medium,closed,none,4,28,0.5212486588118123,Medium
1132,135052,false,casual drinker,informal,public,single,student,,La Cantina Restaurante,Full_Bar,none,informal,high,closed,none,6,28,0.586564528425469,Excellent
1132,135028,false,casual drinker,informal,public,single,student,,La Virreina,Wine-Beer,none,informal,medium,closed,none,6,28,0.5712759618007953,Excellent
1132,135032,false,casual drinker,informal,public,single,student,,Cafeteria y Restaurant El Pacifico,Wine-Beer,section,informal,medium,closed,none,2,28,1.0191187738887506,Bad
1132,135051,false,casual drinker,informal,public,single,student,,Restaurante Versalles,No_Alcohol_Served,section,informal,low,closed,none,2,28,0.6269149268780234,Bad
1132,135027,false,casual drinker,informal,public,single,student,,Restaurant Orizatlan,Wine-Beer,none,informal,medium,closed,none,3,28,0.9326458550660447,Medium
1005,135050,false,abstemious,no preference,public,single,student,medium,Restaurante la Estrella de Dima,Wine-Beer,none,informal,high,closed,none,4,27,1.4752463595326653,Medium
1005,135076,false,abstemious,no preference,public,single,student,medium,Restaurante Pueblo Bonito,Wine-Beer,none,informal,high,closed,none,5,27,1.4412258818223218,Excellent
1005,132830,false,abstemious,no preference,public,single,student,medium,Rincon Huasteco,No_Alcohol_Served,none,informal,low,closed,none,2,27,4.167466933372322,Bad
1005,135066,false,abstemious,no preference,public,single,student,medium,Restaurante Guerra,Wine-Beer,section,informal,high,closed,none,4,27,2.118439948942178,Medium
1005,135041,false,abstemious,no preference,public,single,student,medium,Luna Cafe,Wine-Beer,none,informal,medium,closed,none,3,27,4.030357205832999,Medium
1005,135057,false,abstemious,no preference,public,single,student,medium,El Herradero Restaurante and Bar,Wine-Beer,section,informal,medium,closed,none,4,27,4.1799000147042165,Medium
1005,135043,false,abstemious,no preference,public,single,student,medium,pizza clasica,No_Alcohol_Served,none,informal,medium,closed,none,2,27,1.6053456571539806,Bad
1005,135042,false,abstemious,no preference,public,single,student,medium,Restaurant Oriental Express,No_Alcohol_Served,none,informal,medium,closed,none,5,27,3.01296448533568,Excellent
